,0,1,2,3,4
38,中海达：品牌建设显成效 中报业绩超预期,光大证券,周励谦,买入,2012-07-11
39,万和电气：产品结构优化提升公司盈利能力,中原证券,胡铸强,增持,2012-07-11
40,国投新集：业绩快报点评,东北证券,王师,推荐,2012-07-11
41,安洁科技：2Q业绩超预期 未来成长确定,群益证券,陈奇,买入,2012-07-11
42,精锻科技：优质客户推动业绩 DSG国产拓宽空间,国金证券,吴文钊,买入,2012-07-11
43,九龙电力：业绩高增长 盈利能力有望继续提升,安信证券,彭倩,增持,2012-07-11
44,金洲管道：业绩超市场预期 继续看好,东莞证券,莫景成,推荐,2012-07-11
45,北京旅游：报表合并范围增加华胜投资 业绩增长,湘财证券,--,中性,2012-07-11
46,古越龙山：市场前景良好 只等改制东风,长城证券,王萍,无,2012-07-11
47,中国建筑：地产销售回暖 业绩增长有保障,安信证券,李孔逸  傅真卿 ,买入,2012-07-11
48,中泰化学：业绩下滑难掩长期投资价值,东莞证券,李隆海,谨慎推荐,2012-07-11
49,国投新集：二季度业绩下滑不改全年强势增长预期,齐鲁证券,刘昭亮,推荐,2012-07-11
50,威创股份：高铁订单奠定公司在高端市场地位,中信建投,吕江峰,买入,2012-07-11
51,当升科技：半年实现扭亏 期望下半年能更上一层楼,东海证券,徐缨,无,2012-07-11
52,南方食品：黑芝麻糊龙头 增资和资产注入焕发生机,高华证券,刘金沪,买入,2012-07-11
53,光线传媒：上半年业绩预告低于预期 下调全年盈利 维持买入评级,高华证券,廖绪发  刘智景 ,买入,2012-07-11
54,北新建材：产能扩张带来业绩稳步增长,中信建投,周焕 朱勤 顾益辉 ,增持,2012-07-11
55,金龙机电：各项新业务陆续开展 业绩下降仅是短期现象,华宝证券,吴炳华,买入,2012-07-11
56,数码视讯：超光网订单确定 移动支付成为潜在业绩增长点,银河证券,许耀文,推荐,2012-07-11
57,红太阳：红日当头 未来阳光明媚,西南证券,梁从勇,买入,2012-07-11
58,罗莱家纺：业绩向下修正 低于市场普遍预期,银河证券,马莉,谨慎推荐,2012-07-11
59,兰花科创：上半年业绩符合预期 全年维持较高速度增长仍属大概率事件,中投证券,张镭,强烈推荐,2012-07-11
60,富安娜：稳健发展的家纺龙头企业,世纪证券,周宠,增持,2012-07-11
61,罗莱家纺：销售费用两头挤压导致中报业绩向下修正0-30%下降,民生证券,吴骁宇,无,2012-07-11
62,东方国信：呼叫外包业务成新兴盈利增长点 容量是公司收入十倍,广发证券,惠毓伦 梁�D ,买入,2012-07-11
63,国投新集：12年上半年归属于母公司净利润同比增长52.5%,中银国际,唐倩,买入,2012-07-11
64,中海达：品牌建设显成效 中报业绩超预期,光大证券,周励谦,买入,2012-07-11
65,兰花科创：12年上半年归属于母公司净利润同比增长46.5% 表现靓丽,中银国际,唐倩,买入,2012-07-11
66,兰花科创：得益大宁量增 尿素价增 2季度净利润环比增加14%,广发证券,沈涛,买入,2012-07-11
67,万和电气：产品结构优化提升公司盈利能力,中原证券,胡铸强,增持,2012-07-11
68,奥马电器：稳健成长的后起之秀,中原证券,胡铸强,增持,2012-07-11
69,博晖创新：业绩稳定增长 产品线逐步多元化,长江证券,邹朋  刘舒畅 ,推荐,2012-07-11
70,罗莱家纺：2Q业绩低于预期 4Q或略有好转,群益证券,刘荟,中性,2012-07-11
71,亚厦股份：资金实力有望进一步提升,安信证券,李孔逸  傅真卿 ,买入,2012-07-11
72,亚厦股份：披露非公开发行方案,中银国际,李攀,买入,2012-07-11
73,银河磁体：订单情况良好 新建项目稳步推进,国都证券,肖世俊,强烈推荐,2012-07-11
74,长城汽车：新车型给力 预计二季度净利增长30%-6月销量点评及二季报预测,中投证券,张镭,强烈推荐,2012-07-11
75,双汇发展：重组资产交割完成 集中精力做强主业,平安证券,文献 丁芸洁  汤玮亮 ,强烈推荐,2012-07-11
76,国投新集：上半年净利润同比增长50% 基本符合预期,广发证券,沈涛,买入,2012-07-11
77,翰宇药业：中长期看好公司向中高端升级,齐鲁证券,胡德军,推荐,2012-07-11
78,广电运通：国产ATM龙头稳扎稳打,群益证券,韩伟琪,买入,2012-07-11
79,中国太保：寿险保费增速回升 产险保费增速稳步提升,广发证券,曹恒乾,买入,2012-07-11
80,中远航运：运价下滑 燃油成本提升导致公司盈利下滑,广发证券,张亮,买入,2012-07-11
81,九龙电力：业绩高增长 盈利能力有望继续提升,安信证券,彭倩,增持,2012-07-11
82,古越龙山：市场前景良好 只等改制东风,长城证券,王萍,无,2012-07-11
83,国投新集：业绩快报点评,东北证券,王师,推荐,2012-07-11
84,天源迪科：转型移动互联网 未来估值有望重估,瑞银证券,牟其峥,买入,2012-07-11
85,华光股份：锅炉业务稳扎稳打 环保业务有声有色,东海证券,应晓明,增持,2012-07-11
86,国投新集：12年上半年归属于母公司净利润同比增长52.5%,中银国际,唐倩,买入,2012-07-11
87,东方国信：呼叫外包业务成新兴盈利增长点 容量是公司收入十倍,广发证券,惠毓伦 梁�D ,买入,2012-07-11
88,光线传媒：平台拓展 产能升级,中信建投,朱律  戴春荣 ,增持,2012-07-11
89,齐峰股份：估值 盈利双升 三年再造一个齐峰,光大证券,姜浩,买入,2012-07-11
90,中国石油：油价下跌挫伤盈利 气改进度低于预期,瑞银证券,严蓓娜,买入,2012-07-11
91,中国太保：中报业绩在预期之中 净资产增长有望超预期,广发证券,曹恒乾,买入,2012-07-11
92,中国太保：个险业务引领寿险行业 表现突出,平安证券,罗琦,推荐,2012-07-11
93,华录百纳：上半年业绩预增低于预期 移出强力买入名单 维持买入评级,高华证券,廖绪发  刘智景 ,买入,2012-07-11
94,银河磁体：订单情况良好 新建项目稳步推进,国都证券,肖世俊,强烈推荐,2012-07-11
95,博晖创新：业绩稳定增长 产品线逐步多元化,长江证券,邹朋  刘舒畅 ,推荐,2012-07-11
96,长城汽车：新车型给力 预计二季度净利增长30%-6月销量点评及二季报预测,中投证券,张镭,强烈推荐,2012-07-11
97,亚厦股份：资金实力有望进一步提升,安信证券,李孔逸  傅真卿 ,买入,2012-07-11
98,亚厦股份：披露非公开发行方案,中银国际,李攀,买入,2012-07-11
99,罗莱家纺：2Q业绩低于预期 4Q或略有好转,群益证券,刘荟,中性,2012-07-11
100,奥马电器：稳健成长的后起之秀,中原证券,胡铸强,增持,2012-07-11
101,中国国旅：连续上涨受益业绩快速增长及政策调整预期,国金证券,毛峥嵘,买入,2012-07-10
102,天广消防：区域扩张更进一步 全国布局战略更加清晰,长城证券,王飞,推荐,2012-07-10
103,南京新百：竞拍南京证券股权 未来或有一次性上市收益,光大证券,唐佳睿,买入,2012-07-10
104,永辉超市：1H2012业绩下滑略好于预期 费用上涨和外延扩张侵蚀利润,光大证券,唐佳睿,中性,2012-07-10
105,长春高新：上半年业绩大幅增长 二季度增速提升,长江证券,邹朋  刘舒畅 ,推荐,2012-07-10
106,永辉超市：财务费用 新进区域亏损吞噬利润 全年业绩压力较大,中投证券,樊俊豪  张镭 ,推荐,2012-07-10
107,蓝色光标：内生外延强劲驱动半年度业绩超预期,中投证券,冷星星,推荐,2012-07-10
108,美的电器：现价已有足够安全边际,国金证券,王晓莹,买入,2012-07-10
109,人福医药：聚焦医药主业 内涵与外延并举,长江证券,刘舒畅,推荐,2012-07-10
110,长春高新：金赛保持快速增长 房地产收入确认增厚业绩,中投证券,周锐,推荐,2012-07-10
111,保利地产：销售再预期 拿地加快 全年销售增长37%,中投证券,李少明,强烈推荐,2012-07-10
112,银河磁体：量价齐升 上半年业绩大幅增长,广发证券,巨国贤,买入,2012-07-10
113,长荣股份：数码喷墨机 新产品提升公司估值,安信证券,张殚,买入,2012-07-10
114,人福医药：访问纪要,中银国际,王军,无,2012-07-10
115,永辉超市：受累新开门店多和CPI下行 短期业绩承压,山西证券,樊慧远,增持,2012-07-10
116,积成电子：受益配网终端放量和公用事业自动化快速增长,广发证券,韩玲,买入,2012-07-10
117,保利地产：业绩略低于预期 销售领跑市场,长江证券,刘俊,推荐,2012-07-10
118,顺网科技：业绩快速增长 平台化明显,国金证券,易欢欢,买入,2012-07-10
119,鞍重股份：高端振动筛行业领军者,中银国际,许民乐,无,2012-07-10
120,三聚环保：七台河项目支撑上半年业绩 下半年看脱硫服务放量,东兴证券,杨若木,推荐,2012-07-10
121,保利地产：下半年有望更上层楼,安信证券,徐胜利,买入,2012-07-10
122,宏大爆破：基于技术优势向上一体化 下半年景气因素存在分化,中信建投,梁斌 胡�� ,无,2012-07-10
123,鹏博士：长城宽带高速成长 盈利快速改善 市场关注点之一对一解答,安信证券,侯利,买入,2012-07-10
124,迪安诊断：中报业绩小幅超预期 独立实验室行业空间大,中投证券,周锐,推荐,2012-07-10
125,湘鄂情：收购龙德华挺进团膳业态,西南证券,潘红敏,买入,2012-07-10
126,中能电气：C-GIS募投项目略延后 不影响C-GIS全年大幅增长,中银国际,刘波,买入,2012-07-10
127,皖新传媒：揭开业绩面纱 还原增长真相,国信证券,陈财茂,中性,2012-07-10
128,长荣股份：数码喷墨机 新产品提升公司估值,安信证券,张殚,买入,2012-07-10
129,蓝色光标：中报业绩高速增长,中信建投,朱律,增持,2012-07-10
130,永辉超市：财务费用大幅增加及新区亏损致上半年业绩下滑,高华证券,胡维波,无,2012-07-10
131,华润三九：收入利润增长提速 毛利率提升可期,中银国际,王军,买入,2012-07-10
132,人福医药：访问纪要,中银国际,王军,无,2012-07-10
133,积成电子：受益配网终端放量和公用事业自动化快速增长,广发证券,韩玲,买入,2012-07-10
134,蓝色光标：坚定扩张 高速成长,国海证券,马金良,买入,2012-07-10
135,永辉超市：受累新开门店多和CPI下行 短期业绩承压,山西证券,樊慧远,增持,2012-07-10
136,国投新集：靓丽业绩兑现 攻守兼备最佳品种,宏源证券,王京乐,买入,2012-07-10
137,长盈精密：内功扎实 亮点层出不穷,平安证券,卢山,推荐,2012-07-10
138,欣旺达：业绩现拐点 长期趋势向好,平安证券,卢山 肖燕松 ,推荐,2012-07-10
139,威孚高科：国四标准催动百亿市场 重卡后时代再一次起航,国都证券,肖世俊,推荐,2012-07-10
140,ST宝龙：净壳迎接吉隆矿业 黄金股有望再添生力军,广发证券,肖征,买入,2012-07-10
141,保利地产：业绩略低于预期 销售领跑市场,长江证券,刘俊,推荐,2012-07-10
142,森远股份：公路养护黄金十年 销售模式创新开启增长新引擎,长江证券,章诚,推荐,2012-07-10
143,南京化纤：粘胶行业持续疲弱 房地产业务已成盈利支撑,中信建投,梁斌,中性,2012-07-10
144,经纬纺机：定增获批 拓展信托领域发展空间,中信建投,魏涛,买入,2012-07-10
145,承德露露：迁建扩能土地落实 郑州后续产能后有衔接,中银国际,刘都,买入,2012-07-10
146,蓝科高新：公司将进入成长加速期,东北证券,王伟纲,谨慎推荐,2012-07-10
147,英飞拓：海外并购提升增长空间,长城证券,袁�b 王霆 ,推荐,2012-07-10
148,海润光伏：调研纪要,中银国际,刘波,无,2012-07-10
149,亚夏股份：非公开发行股票点评,国金证券,贺国文,买入,2012-07-10
150,锦龙股份：定增获批 打开想象空间,中信建投,魏涛,买入,2012-07-10
151,碧水源：业绩符合预期 全年成长仍可期,国金证券,赵乾明,买入,2012-07-10
152,迪安诊断：2012年半年报业绩预告点评,财通证券,付瑛,增持,2012-07-10
153,禾欣股份：子公司发生安全事故暂时停产 暂维持盈利预测,广发证券,冯先涛,买入,2012-07-10
154,迪安诊断：中期业绩高速增长 略超市场预期,长江证券,邹朋  刘舒畅 ,谨慎推荐,2012-07-10
155,桐昆股份：行业深度调整期 底部徘徊中,中信建投,梁斌,中性,2012-07-10
156,蓝色光标：上半年净利润同比增长约100% 景气度维持高位,中银国际,冯雪,无,2012-07-10
157,科恒股份：元国内最大的稀土发光材料生产商,国都证券,肖世俊,无,2012-07-10
158,鞍重股份：高端振动筛行业领军者,中银国际,许民乐,无,2012-07-10
159,顺网科技：业绩快速增长 平台化明显,国金证券,易欢欢,买入,2012-07-10
160,禾欣股份：子公司发生安全事故暂时停产 暂维持盈利预测,广发证券,冯先涛,买入,2012-07-10
161,迪安诊断：2012年半年报业绩预告点评,财通证券,付瑛,增持,2012-07-10
162,迪安诊断：中期业绩高速增长 略超市场预期,长江证券,邹朋  刘舒畅 ,谨慎推荐,2012-07-10
163,拓尔思：退税未达 增长依旧 淡季不淡 远景可期,银河证券,王家炜,推荐,2012-07-09
164,湘鄂情：收购完善综合业态 团膳主业贡献在即,长江证券,陈志坚,推荐,2012-07-09
165,世荣兆业：土地储备被低估 珠海发展催生机会,方正证券,周伟,买入,2012-07-09
166,北京城建：销售超预期 国信上市积极推进中,中投证券,李少明,强烈推荐,2012-07-09
167,上汽集团：半年销量增速符合预期,湘财证券,栾钊,增持,2012-07-09
168,龙星化工：炭黑市场依旧低迷 静待经济逐步回暖,民族证券,齐求实,推荐,2012-07-09
169,华策影视：业绩超预期 投拍剧单价创新高 下半年规模效应将显现,湘财证券,朱程辉,增持,2012-07-09
170,新宙邦：电容化学品增速放缓 锂离子电池电解液将放量增长,广发证券,韩玲,买入,2012-07-09
171,长城汽车：像三一重工一样成长,长城证券,郭强,推荐,2012-07-09
172,扬农化工：产品价格提升 业绩稳定增长,宏源证券,祖广平,增持,2012-07-09
173,苏宁电器：大幅溢价增发提振信心,山西证券,樊慧远,增持,2012-07-09
174,金科股份：推盘量在下半年释放,国元证券,沈亮亮,推荐,2012-07-09
175,沃森生物：以合作方式进入单抗仿制药领域,国信证券,贺平鸽 丁丹 ,谨慎推荐,2012-07-09
176,云意电气：二季度增长加速 全年高增长可期,中投证券,张镭,强烈推荐,2012-07-09
177,三一重工：三季度需求仍将放缓 四季度销量有望回升,山西证券,李争东,增持,2012-07-09
178,湘鄂情：借品牌收购快速覆盖中低端餐饮,东兴证券,刘家伟,推荐,2012-07-09
179,冀东水泥：中期业绩低位超预期,安信证券,傅真卿  李孔逸 ,增持,2012-07-09
180,湘鄂情：北京团膳市场大门缓缓打开,山西证券,加丽果,增持,2012-07-09
181,蓝色光标：上半年业绩超出预期 上调盈利预测以及目标价,高华证券,廖绪发  刘智景 ,买入,2012-07-09
182,合肥三洋：变频技术为核心 品牌品类多元化,东兴证券,王玉泉,强烈推荐,2012-07-09
183,新华保险：偿付能力增厚 投资力量增强,长江证券,刘俊,谨慎推荐,2012-07-09
184,迪安诊断：中报预告超预期 全年较快增长可期,国金证券,李敬雷  黄挺 ,买入,2012-07-09
185,五粮液：股权划转实现多赢 中报超预期助推股价上涨,国金证券,陈钢,买入,2012-07-09
186,华策影视：精品剧储备充分 有效扩张黄金强档市场份额,国金证券,王铮,买入,2012-07-09
187,上海凯宝：2季度延续较佳经营业绩,中投证券,余方升,推荐,2012-07-09
188,峨眉山Ａ：发公司债符合预期 听证会推迟或因新规施行,国金证券,毛峥嵘,买入,2012-07-09
189,钢研高纳：进军高端阀门进口替代空间大并具备产业链优势,民生证券,滕越,强烈推荐,2012-07-09
190,峨眉山A：发债对公司利润影响不大,山西证券,加丽果,增持,2012-07-09
191,海印股份：攻守兼备业态组合铺就市值成长之路,东兴证券,高坤,强烈推荐,2012-07-09
192,恒顺电气：印尼火电站项目业绩贡献将再造两个恒顺,东兴证券,弓永峰,强烈推荐,2012-07-09
193,蒙发利：行业龙头地位稳固 盈利改善可期,东兴证券,王玉泉,推荐,2012-07-09
194,上海家化：主业增长良好 获得投资收益致业绩大超预期,国金证券,王晓莹,买入,2012-07-09
195,美菱电器：凤凰行动 规模 盈利双提升,东兴证券,王玉泉,推荐,2012-07-09
196,华测检测：入围中国RoHS检测首批实验室名单 利好公司发展,平安证券,肖燕松  卢山 ,强烈推荐,2012-07-09
197,友好集团：深度解读电话会议纪要,宏源证券,陈炫如,无,2012-07-09
198,万达信息：一二季度新增订单同比增长91.1%,民生证券,尹沿技  李晶 ,强烈推荐,2012-07-09
199,燕京啤酒：销售增速逐步恢复,平安证券,文献  汤玮亮  丁芸洁 ,推荐,2012-07-09
200,福星股份：房地产业务近两年有望大幅度增长,中原证券,吴剑雄,买入,2012-07-09
201,长安汽车：依然是买点,中信建投,陈政  刘韧 ,买入,2012-07-09
202,沃森生物：增资丰茂生物 敲定单抗合作,第一创业,吕丽华,买入,2012-07-09
203,五粮液：中期业绩预增 股权划转有深意,中银国际,刘都,买入,2012-07-09
204,奥马电器：高性价优势明显 未来看点在内销,东莞证券,蒋孟钢,推荐,2012-07-09
205,黑猫股份：半年报修改预增符合预期 下半年景气将延续,光大证券,王席鑫 程磊 张力扬 ,买入,2012-07-09
206,森远股份：再生养护市场启动在即,国信证券,陈玲  郑武 ,推荐,2012-07-09
207,唐人神：饲料 种猪齐头并进推动高增长,中信建投,黄付生,买入,2012-07-09
208,苏宁电器：大股东43%溢价参与定增 业绩拐点受宏观影响或将推迟,光大证券,唐佳睿,买入,2012-07-09
209,恒生电子：长期受益金融创新的中国金融信息化龙头,长城证券,刘深,中性,2012-07-09
210,鞍钢股份：2季度大幅减亏 新原料协议与降本增效积极作用显现,长江证券,刘元瑞,谨慎推荐,2012-07-09
211,中工国际：中报超预期 业绩进入爆发期,民生证券,王小勇,强烈推荐,2012-07-09
212,英威腾：逆境中磨砺 拐点仍需等待,长城证券,桂方晓,中性,2012-07-09
213,苏宁电器：助力转型 彰显信心,平安证券,耿邦昊,推荐,2012-07-09
214,博深工具：中报预减符合预期 稳健经营成长可期,长城证券,耿诺,推荐,2012-07-09
215,加加食品：淡酱油和茶籽油共同驱动业绩增长,长城证券,王萍,推荐,2012-07-09
216,五粮液：未来权力格局有望稳定 保障业绩确定性高增长,银河证券,董俊峰  周颖 ,推荐,2012-07-09
217,华录百纳：定位精品 再创佳绩,国信证券,陈财茂,谨慎推荐,2012-07-09
218,钢研高纳：国内高端高温合金龙头企业未来业绩快速增长确定,中投证券,杨国萍,推荐,2012-07-09
219,五粮液：业绩释放超预期 下半年预期改善空间大,国信证券,黄茂,推荐,2012-07-09
220,中工国际：项目执行高峰期 业绩将持续高成长,东莞证券,刘卓平,推荐,2012-07-09
221,天舟文化：业绩下降25%-30% 适度警惕,华宝证券,吴炳华 陈筱 ,中性,2012-07-09
222,苏宁电器：定增尘埃落定 前景长期看好,中投证券,樊俊豪 张镭 ,强烈推荐,2012-07-09
223,汉得信息：二季度订单回暖 净利率进入上升轨道,长城证券,刘深,推荐,2012-07-09
224,五粮液：2012年上半年净利增速略超市场预期,平安证券,汤玮亮 文献 丁芸洁 ,强烈推荐,2012-07-09
225,上汽集团：上半年完成全年销量目标的52%,平安证券,王德安  余兵 ,强烈推荐,2012-07-09
226,红日药业：配方颗粒与血必净增长超预期,国信证券,胡博新 贺平鸽 ,谨慎推荐,2012-07-09
227,上海家化：半年报净利超预期 上调盈利预测,中银国际,倪晓曼,买入,2012-07-09
228,中远航运：月度运量冲高回落 同比依然高增速,长江证券,韩轶超,谨慎推荐,2012-07-09
229,凌钢股份：受益成本下降 2季度大幅减亏,长江证券,刘元瑞,谨慎推荐,2012-07-09
230,方兴科技：定增方案通过 预计上半年业绩大幅增长,宏源证券,邓海清 沈荣 ,买入,2012-07-09
231,沃森生物：重大事件快评,国信证券,贺平鸽 丁丹 ,谨慎推荐,2012-07-09
232,恒丰纸业：多重盈利动力集中显现,国信证券,李世新  邵达 ,推荐,2012-07-09
233,苏宁电器：成功发行 提振市场信心,广发证券,欧亚菲,买入,2012-07-08
234,五粮液：半年报超预期+治理结构改善 有望迎来估值修复行情,中投证券,张镭,强烈推荐,2012-07-08
235,金岭矿业：多重不利因素导致业绩大幅下滑,安信证券,衡昆,中性,2012-07-08
236,尔康制药：业绩区间符合预期 高增长仍将持续,长江证券,邹朋  刘舒畅 ,推荐,2012-07-08
237,黑猫股份：业绩高增长 需求有回升 议价力增强,国金证券,刘波,买入,2012-07-08
238,五粮液：两高一低第一股 治理结构有进步,东兴证券,刘家伟,强烈推荐,2012-07-08
239,中工国际：在手项目执行状态良好 海外投资效益初显,银河证券,罗泽兵,推荐,2012-07-08
240,榕基软件：质检国网齐发力 爆发增长可期待,国金证券,易欢欢,买入,2012-07-08
241,东江环保：循环利用行业先锋 固废处理地域龙头,东兴证券,弓永峰,推荐,2012-07-08
242,华录百纳：下半年播出电视剧有望增加,国金证券,王铮,买入,2012-07-08
243,尔康制药：机遇和挑战并存,齐鲁证券,胡德军,推荐,2012-07-08
244,富瑞特装：股权激励正式授予 业绩底线确定,国金证券,赵乾明,买入,2012-07-08
245,上海家化：业绩大幅超预期  机制革新释放无限潜能,广发证券,欧亚菲,买入,2012-07-08
246,宇通客车：大中客销量稳定 业绩增长确定,中投证券,张镭,强烈推荐,2012-07-08
247,福星股份：走出中部的城中村改造龙头,东兴证券,郑闵钢  张鹏 ,推荐,2012-07-08
248,五粮液：提价放量两大增长动力可持续,光大证券,李婕,买入,2012-07-08
249,五粮液：中报高增长 估值待修复 ,宏源证券,苏青青,买入,2012-07-08
250,东软载波：PLC需求旺盛 但竞争加剧,宏源证券,胡颖,买入,2012-07-08
251,湘鄂情：收购北京龙德华进军团膳业-多品牌多业态战略进一步得到落实,安信证券,董云翔,买入,2012-07-08
252,多氟多：战略布局西北 拟出资7300万控股白银中天,国金证券,张帅,买入,2012-07-08
253,恒宝股份：移动支付和EMV迁移将推动公司再上新台阶,广发证券,黄亚森  惠毓伦 ,买入,2012-07-07
254,合肥百货：销售逐月好转 区域经济活跃 刚性需求凸出,广发证券,欧亚菲,买入,2012-07-07
255,东材科技：依托自有领先技术 公司光学聚酯基膜项目值得期待,平安证券,鄢祝兵 伍颖 陈建文 ,强烈推荐,2012-07-06
256,中国南车：在手订单充足 2012年业绩增长有保障,群益证券,李晓璐,买入,2012-07-06
257,思源电气：股权激励尘埃落定 业绩释放动力增强,民生证券,陈龙,强烈推荐,2012-07-06
258,以岭药业：独特营销模式 持久发力,群益证券,黎莹,买入,2012-07-06
259,红日药业：生如夏花,中信建投,梁斌,买入,2012-07-06
260,星星科技：提升产能 优化客户 储备新技术,东北证券,周思立,谨慎推荐,2012-07-06
261,辰州矿业：在建项目稳步推进,方正证券,王辉,增持,2012-07-06
262,钢研高纳：中报预增符合预期,广发证券,巨国贤,买入,2012-07-06
263,三六五网：新一轮扩张启动 行业景气度持续,中银国际,冯雪,买入,2012-07-06
264,烟台万润：下游需求逐步复苏 多元发展启动新增长,日信证券,赵越,增持,2012-07-06
265,天源迪科：整合成效续显 持续稳健增长可期,华宝证券,吴炳华,买入,2012-07-06
266,新城B股：短期无忧 估值较低,群益证券,朱吉翔,买入,2012-07-06
267,苏宁电器：苏宁易购开放平台 提供供应链管理服务,华融证券,李振宇,推荐,2012-07-06
268,复星医药：降息利好医药商业龙头国药控股 进而利好复星医药,齐鲁证券,胡德军,推荐,2012-07-06
269,獐子岛：市场+资源战略收获期 技术开启新的成长之门,平安证券,王华 王娜 ,推荐,2012-07-06
270,宇通客车：7月销量有望重回高增长,平安证券,王德安 余兵 ,推荐,2012-07-06
271,福星股份：可售充足 全年业绩有保障,国元证券,沈亮亮,推荐,2012-07-06
272,好当家：业绩转好 上调评级至买入,瑞银证券,王鹏  潘嘉怡 ,买入,2012-07-06
273,禾欣股份：收购有利公司整合客户及市场资源,平安证券,陈建文 鄢祝兵 伍颖 ,推荐,2012-07-06
274,铁龙物流：2012年下半年的业绩将是一大亮点,群益证券,李晓璐,买入,2012-07-06
275,红日药业：血必净翻番 中报业绩大幅超预期,第一创业,吕丽华,谨慎买入,2012-07-06
276,红日药业：中报预增130%-160% 印证公司高成长性,齐鲁证券,张爱玲,推荐,2012-07-06
277,钢研高纳：2012H1业绩同比增24%符合预期 下半年预计更上一层楼,民生证券,滕越,强烈推荐,2012-07-06
278,启明星辰：稳健发展的信息安全龙头,东兴证券,王玉泉,强烈推荐,2012-07-06
279,潮宏基：轻资产扩张模式 未来业绩可期,国元证券,施雪清,推荐,2012-07-06
280,宇通客车：7月销量有望重回高增长,平安证券,王德安 余兵 ,推荐,2012-07-06
281,骆驼股份：政府补贴增厚公司业绩,长江证券,刘元瑞,推荐,2012-07-05
282,久联发展：非公开发行成功 助力一体化继续推进,平安证券,陈建文  鄢祝兵  伍颖 ,推荐,2012-07-05
