,0,1,2,3,4
31,西南证券：净利润增长165% 再融资+并购和OTC业务优势突出,中银国际,魏涛 郭晓露 ,无,2016-03-09
32,林洋能源：新能源产业链持续延伸 买入评级,太平洋证券,张学 雷强 刘晶敏 ,买入,2016-03-09
33,保利地产：公司2月销售继续快速增长 买入评级,群益证券,王睿哲,买入,2016-03-09
34,达实智能：智慧医疗发展势头良好 买入评级,西南证券,朱国广 施跃 ,买入,2016-03-09
35,川投能源：十三五期间展望外延式发展 买入评级,长江证券,童飞,买入,2016-03-09
36,大通燃气：产业空间大 买入评级,安信证券,邵琳琳,买入,2016-03-09
37,新都化工：品种盐和农村电商有望迎来突破 增持评级,中原证券,顾敏豪,增持,2016-03-09
38,华工科技：打造智能制造和物联科技新平台 买入评级,申万宏源,孔凌飞,买入,2016-03-09
39,达实智能：智慧交通与智慧医疗驱动业绩强劲增长 买入评级,安信证券,杨涛 夏天 ,买入,2016-03-09
40,洽洽食品：2016收入增长有望上台阶 买入评级,安信证券,苏铖,买入,2016-03-09
41,兴蓉环境：关注项目进展和H股推进 谨慎增持评级,上海证券,冀丽俊,谨慎增持,2016-03-09
42,均胜电子：打造自动驾驶最强音 买入评级,长江证券,徐春,买入,2016-03-09
43,友邦吊顶：厨卫仍是主要发力点 买入评级,广发证券,邹戈 谢璐 ,买入,2016-03-09
44,彩虹精化：静待电站规模扩张 买入评级,长江证券,邬博华 张�� 马军 ,买入,2016-03-09
45,洽洽食品：新品有望放量 买入评级,东北证券,李强 陈鹏 ,买入,2016-03-09
46,黔源电力：外延发展值得期待 买入评级,长江证券,童飞,买入,2016-03-09
47,保利地产：公司2月销售继续快速增长 买入评级,群益证券,王睿哲,买入,2016-03-09
48,林洋能源：新能源产业链持续延伸 买入评级,太平洋证券,张学 雷强 刘晶敏 ,买入,2016-03-09
49,新都化工：品种盐和农村电商有望迎来突破 增持评级,中原证券,顾敏豪,增持,2016-03-09
50,平安银行：转型加快 推荐评级,民生证券,李少君,强烈推荐,2016-03-09
51,东兴证券：协同打造竞争力 增持评级,中信建投,杨荣,增持,2016-03-09
52,东兴证券：净利润增长96% 股东背景带来广阔业务空间,中银国际,魏涛 郭晓露 ,无,2016-03-09
53,鸿利光电：车联网布局空间大 买入评级,东北证券,王建伟 邹兰兰 ,买入,2016-03-09
54,平安银行：拨备力度加大 买入评级,长江证券,蒲东君,买入,2016-03-09
55,华策影视：白马股绽放 强烈推荐评级,平安证券,林娟,强烈推荐,2016-03-09
56,远方光电：打造平台级检测识别服务商 买入评级,华泰证券,张�J,买入,2016-03-09
57,海默科技：新型独立能源公司如虎添翼 推荐评级,国联证券,马松,推荐,2016-03-09
58,新国都：收单平台金融布局再进一步 买入评级,申万宏源,刘洋,买入,2016-03-09
59,滨江集团：去化热度延续 增持评级,中信建投,陈慎,增持,2016-03-09
60,康得新：投资VRAR公司 迈入新蓝海,中银国际,马太,无,2016-03-09
61,万业企业：静待华丽转型 买入评级,长江证券,蒲东君,买入,2016-03-09
62,西水股份：厉兵株马前行 增持评级,华泰证券,罗毅 沈娟 ,增持,2016-03-09
63,塔牌集团：水泥产销逆势增长 增持评级,华泰证券,鲍荣富,增持,2016-03-09
64,机器人：看好服务机器人业务爆发 强烈推荐评级,长城证券,曲小溪 张如许 李倩倩 ,强烈推荐,2016-03-09
65,京运通：环保助力 买入评级,太平洋证券,张学,买入,2016-03-09
66,万华化学：15年净利降33% 买入评级,群益证券,高观朋,买入,2016-03-09
67,洽洽食品：有望成为业绩增长新亮点 增持评级,国海证券,余春生,增持,2016-03-09
68,益丰药房：门店扩张目标明确 谨慎增持评级,上海证券,魏�S,谨慎增持,2016-03-09
69,全通教育：产品矩阵升级 买入评级,安信证券,刘章明,买入,2016-03-08
70,华宇软件：业绩持续向好 买入评级,西南证券,熊莉,买入,2016-03-08
71,长安汽车：增长确定性高的汽车蓝筹 推荐评级,平安证券,王德安 余兵 ,推荐,2016-03-08
72,天壕环境：加速布局天然气光热项目 买入评级,申万宏源,刘晓宁,买入,2016-03-08
73,广誉远：道路曲折 增持评级,东吴证券,洪阳,增持,2016-03-08
74,恒拓开源：开源软件第一股,广证恒生,肖超,无,2016-03-08
75,康美药业：强势助力公司未来发展 推荐评级,银河证券,李平祝,推荐,2016-03-08
76,*ST百花：重扬振兴之帆 买入评级,中银国际,王军,买入,2016-03-08
77,郴电国际：异地售电公司有望带来新增长 买入评级,长江证券,童飞,买入,2016-03-08
78,林洋能源：彰显强烈信心 推荐评级,国联证券,马宝德,推荐,2016-03-08
79,国旅联合：业务线条日渐清晰 增持评级,渤海证券,刘�r,增持,2016-03-08
80,石基信息：因与淘宝合作推高了销售管理费用率 中性评级,高华证券,金俊,中性,2016-03-08
81,兴蓉环境：稳定增长中推进一主多元的发展战略 增持评级,华泰证券,弓永峰,增持,2016-03-08
82,格力电器：进军新能源汽车点评 推荐评级,国联证券,钱建,推荐,2016-03-08
83,中海油服：挪威两钻井平台一遭终止合同一遭暂停 卖出评级,中银国际,刘志成,卖出,2016-03-08
84,跨境通：构建跨境电商大生态 增持评级,国金证券,张帅,增持,2016-03-08
85,华宇软件：业绩持续向好 买入评级,西南证券,熊莉,买入,2016-03-08
86,康美药业：强势助力公司未来发展 推荐评级,银河证券,李平祝,推荐,2016-03-08
87,*ST百花：重扬振兴之帆 买入评级,中银国际,王军,买入,2016-03-08
88,林洋能源：彰显强烈信心 推荐评级,国联证券,马宝德,推荐,2016-03-08
89,春秋航空：彻底穿越周期 买入评级,国金证券,苏宝亮,买入,2016-03-08
90,人福医药：麻醉药产品和并购是增长的关键 中性评级,高华证券,余��,中性,2016-03-08
91,聚光科技：主业为政府今年工作重点 增持评级,华泰证券,弓永峰,增持,2016-03-08
92,郴电国际：异地售电公司有望带来新增长 买入评级,长江证券,童飞,买入,2016-03-08
93,招商证券：创新业务表现亮眼 增持评级,东北证券,杜长春,增持,2016-03-08
94,五矿发展：产能急剧出清 推荐评级,银河证券,刘文平,推荐,2016-03-08
95,国旅联合：业务线条日渐清晰 增持评级,渤海证券,刘�r,增持,2016-03-08
96,飞亚达A：打开后续成长空间 增持评级,申万宏源,屠亦婷 周海晨 ,增持,2016-03-08
97,双汇发展：猪价暴涨带来1Q16业绩拐点+16PE14x历史底部+万洲国际港股大涨+机构持仓极低 买入评级,东吴证券,马浩博,买入,2016-03-08
98,江南水务：进军环保PPP 推荐评级 ,国联证券,马宝德,推荐,2016-03-08
99,先临三维：全产业链生态布局优势显现 买入评级,国金证券,--,买入,2016-03-08
100,全通教育：产品矩阵升级 买入评级,安信证券,刘章明,买入,2016-03-08
101,金智科技：期待多点开花 买入评级,安信证券,黄守宏,买入,2016-03-08
102,文化长城：教育布局稳步推进 增持评级,国海证券,孔令峰,增持,2016-03-08
103,顺鑫农业：全国化稳步推进 买入评级,申万宏源,吕昌,买入,2016-03-08
104,中电鑫龙：公共安全等新业务空间广阔 推荐评级,国联证券,马宝德,推荐,2016-03-08
105,科安达：轨道交通领先的解决方案提供商,广证恒生,赵巧敏,无,2016-03-08
106,奥瑞金：行业整合进程拉开 买入评级,申万宏源,周海晨 屠亦婷 ,买入,2016-03-08
107,利欧股份：互娱板块渐成型 买入评级,西南证券,刘言,买入,2016-03-08
108,万华化学：长期前景仍看好 推荐评级,华融证券,丁思德,推荐,2016-03-08
109,永兴特钢：业绩温和下滑拟高送转 买入评级,安信证券,衡昆,买入,2016-03-08
110,康得新：增资优秀VR内容制作公司兰亭数字 买入评级,申万宏源,孟烨勇,买入,2016-03-08
111,康得新：立足先进高分子材料的互联网智能显示和新能源汽车平台型企业 买入评级,安信证券,王席鑫 孙琦祥 ,买入,2016-03-08
112,京运通：奠定业务扩张基础 买入评级 ,长江证券,邬博华 张�� 马军 ,买入,2016-03-08
113,先临三维：2015年营收利润高增长 有望挺进创新层,广证恒生,赵巧敏,无,2016-03-08
114,全志科技：新应用新拓展新机遇 推荐评级,银河证券,王莉,推荐,2016-03-08
115,*ST松辽：打造北京文化产业航母 买入评级,广发证券,杨琳琳 李涛 ,买入,2016-03-08
116,凯撒旅游：出境游高景气叠加全产业链布局带动业绩快速增长 买入评级,长江证券,徐春,买入,2016-03-08
117,西藏珠峰：安全边际高 买入评级,广发证券,巨国贤 宋小庆 赵鑫 ,买入,2016-03-08
118,鹏博士：长期价值凸显 买入评级,国信证券,程成,买入,2016-03-08
119,新都化工：业绩70%增长+盐改在即+哈哈农庄流水或超预期 买入评级,东吴证券,马浩博,买入,2016-03-07
120,桂林旅游：开启与海航合作共赢新时代 买入评级,国信证券,曾光 钟潇 ,买入,2016-03-07
121,金地集团：推盘聚焦核心二线城市 买入评级,长江证券,蒲东君,买入,2016-03-07
122,楚天科技：机器人公司获国开发展基金6000万元增资 买入评级,中银国际,杨绍辉 闵琳佳 ,买入,2016-03-07
123,天沃科技：收无锡红旗船厂45%股权进军军工清洁能源装备小巨人转型军工核电 谨慎推荐评级 ,银河证券,王华君,谨慎推荐,2016-03-07
124,人福医药：亮点仍在医疗服务 买入评级,长江证券,刘舒畅,买入,2016-03-07
125,宝通科技：互联网娱乐化战略迈出第一步 增持评级,申万宏源,顾晟,增持,2016-03-07
126,聚光科技：2016最值得关注的环保公司 增持评级,东北证券,龚斯闻,增持,2016-03-07
127,中青旅：乌镇长期受益迪士尼 买入评级,华泰证券,薛蓓蓓 刘洋 ,买入,2016-03-07
128,新和成：业绩增长弹性大 买入评级,国海证券,代鹏举,买入,2016-03-07
129,维尔利：有机废物处�Z龙头业绩加速释放 买入评级,国信证券,陈青青,买入,2016-03-07
130,天舟文化：双轮驱动助力转型 推荐评级,华鑫证券,于芳,推荐,2016-03-07
131,大杨创世：三大品牌逆势增长+大货生产业务拖累整体营收 增持评级,长江证券,雷玉,增持,2016-03-07
132,浙江富润：新业务进军大数据营销 买入评级,西南证券,熊莉,买入,2016-03-07
133,金智科技：产融结合新能源投资典范 买入评级 ,国金证券,张帅,买入,2016-03-07
134,克明面业：主业稳健增长 买入评级 ,国元证券,周家杏,买入,2016-03-07
135,永清环保：释放业绩弹性 强烈推荐评级,中投证券,张镭,强烈推荐,2016-03-07
136,天壕环境：清洁能源平台加速推进 买入评级,长江证券,童飞,买入,2016-03-07
137,东兴证券：业务协同空间广阔 买入评级,申万宏源,胡翔,买入,2016-03-07
138,东兴证券：打造综合金融服务商 增持评级,东吴证券,丁文韬 丁文韬 ,增持,2016-03-07
139,中海油服：再次在挪威受到挫败 卖出评级,中银国际,刘志成,卖出,2016-03-07
140,万华化学：导致公司净利润下滑 推荐评级,国联证券,石亮,推荐,2016-03-07
141,白云电器：业绩稳定增长 下游市场提振,财富证券,杨甫,无,2016-03-07
142,科远股份：成长空间广阔 强烈推荐评级,长城证券,曲小溪,强烈推荐,2016-03-07
143,凯撒旅游：持续推进全产业链整合 买入评级,华泰证券,刘洋 薛蓓蓓 ,买入,2016-03-07
144,招商证券：赶超战略助力 谨慎增持评级,上海证券,虞婕雯,谨慎增持,2016-03-07
145,拓邦股份：智能控制产业链一体化的大幕拉开 买入评级,西南证券,熊莉,买入,2016-03-07
146,西南证券：自营资管亮眼 买入评级,安信证券,赵湘怀,买入,2016-03-07
147,桂林旅游：海航旅游入股终落地 旅游资源协同可期,中银国际,旷实,无,2016-03-07
148,香雪制药：新常态下求突围 增持评级,东吴证券,洪阳,增持,2016-03-07
149,苏州高新：金融业务值得期待 买入评级,长江证券,蒲东君,买入,2016-03-07
150,中海达：看内生拐点和产业链外延 推荐评级,中投证券,张镭,推荐,2016-03-07
151,*ST松辽：转型文创集团值得期待 增持评级 ,山西证券,徐雪洁,增持,2016-03-07
152,得润电子：UBI保险和新能源汽车业务双落地 推荐评级,银河证券,王莉 杨明辉 ,推荐,2016-03-07
153,共达电声：音乐经纪影视综艺多点开花 增持评级,国海证券,孔令峰,增持,2016-03-07
154,湘电股份：业绩释放可期 买入评级,国金证券,陆洲,买入,2016-03-07
155,醋化股份：近期价格普遍上调 增持评级,华泰证券,刘曦 周思捷 ,增持,2016-03-07
156,世纪瑞尔：入驻消费金融业务 买入评级,东北证券,瞿永忠,买入,2016-03-07
157,景格科技：专注职业教育 拥抱互联网+时代,广证恒生,肖超,无,2016-03-07
158,西王食品：植物油行业新星 买入评级,华泰证券,苏青青 贺琪 ,买入,2016-03-07
159,宝鹰股份：发力智慧城市 买入评级,安信证券,夏天 杨涛 ,买入,2016-03-07
160,香雪制药：新常态下求突围 增持评级,东吴证券,洪阳,增持,2016-03-07
161,网宿科技：布局影视内容分发 买入评级,东吴证券,徐力,买入,2016-03-07
162,保利地产：销售同比再创新高,长江证券,蒲东君,买入,2016-03-07
163,金地集团：推盘聚焦核心二线城市 买入评级,长江证券,蒲东君,买入,2016-03-07
164,凯撒旅游：持续推进全产业链整合 买入评级,华泰证券,刘洋 薛蓓蓓 ,买入,2016-03-07
165,科远股份：成长空间广阔 强烈推荐评级,长城证券,曲小溪,强烈推荐,2016-03-07
166,天沃科技：收无锡红旗船厂45%股权进军军工清洁能源装备小巨人转型军工核电 谨慎推荐评级 ,银河证券,王华君,谨慎推荐,2016-03-07
167,人福医药：亮点仍在医疗服务 买入评级,长江证券,刘舒畅,买入,2016-03-07
168,桂林旅游：开启与海航合作共赢新时代 买入评级,国信证券,曾光 钟潇 ,买入,2016-03-07
169,楚天科技：机器人公司获国开发展基金6000万元增资 买入评级,中银国际,杨绍辉 闵琳佳 ,买入,2016-03-07
170,科远股份：进一步打开成长空间 推荐评级,银河证券,王华君,推荐,2016-03-07
171,康美药业：扬移动医疗之灵泉 推荐评级,银河证券,李平祝,推荐,2016-03-07
172,拓邦股份：智能控制产业链一体化的大幕拉开 买入评级,西南证券,熊莉,买入,2016-03-07
173,华策影视：太阳的后裔成爆款 海外投资开花结果,中银国际,旷实,无,2016-03-07
174,浦东建设：提升运营管理延伸产业链 买入评级,长江证券,范超,买入,2016-03-07
175,西王食品：植物油行业新星 买入评级,华泰证券,苏青青 贺琪 ,买入,2016-03-07
176,招商证券：赶超战略助力 谨慎增持评级,上海证券,虞婕雯,谨慎增持,2016-03-07
177,世纪瑞尔：入驻消费金融业务 买入评级,东北证券,瞿永忠,买入,2016-03-07
178,宝鹰股份：发力智慧城市 买入评级,安信证券,夏天 杨涛 ,买入,2016-03-07
179,永清环保：正式步入新能源领域 买入评级,光大证券,陈俊鹏,买入,2016-03-07
180,宝鹰股份：加码智慧城市建设 买入评级,华泰证券,鲍荣富,买入,2016-03-07
181,厚普股份：加速清洁能源产业链拓展 买入评级,申万宏源,曲伟,买入,2016-03-07
182,永贵电器：打造国内连接器平台型领军企业 买入评级,中银国际,闵琳佳,买入,2016-03-07
183,梅花生物：静待新战略 增持评级,华泰证券,苏青青 贺琪 ,增持,2016-03-07
184,桂林旅游：海航旅游入股终落地 旅游资源协同可期,中银国际,旷实,无,2016-03-07
185,西南证券：自营资管亮眼 买入评级,安信证券,赵湘怀,买入,2016-03-07
186,中海达：看内生拐点和产业链外延 推荐评级,中投证券,张镭,推荐,2016-03-07
187,苏州高新：金融业务值得期待 买入评级,长江证券,蒲东君,买入,2016-03-07
188,得润电子：UBI保险和新能源汽车业务双落地 推荐评级,银河证券,王莉 杨明辉 ,推荐,2016-03-07
189,湘电股份：业绩释放可期 买入评级,国金证券,陆洲,买入,2016-03-07
190,*ST松辽：转型文创集团值得期待 增持评级 ,山西证券,徐雪洁,增持,2016-03-07
191,天舟文化：2016迈入新阶段 买入评级,长江证券,刘疆,买入,2016-03-06
192,兴蓉环境：不乏利润增长点 买入评级,广发证券,郭鹏 陈子坤 沈涛 ,买入,2016-03-06
193,中国联通：关注固网业务份额变化 推荐评级,中投证券,周明,推荐,2016-03-06
194,兴蓉环境：环保贡献增量可期 买入评级,东吴证券,袁理,买入,2016-03-06
195,东兴证券：迈步综合金融 买入评级,华泰证券,沈娟 罗毅 ,买入,2016-03-06
196,阳光照明：业绩稳定增长 推荐评级,华鑫证券,徐鹏,推荐,2016-03-06
197,中原内配：成长空间可期 增持评级,渤海证券,郑连声,增持,2016-03-06
198,兴蓉环境：期待H股上市+对外合作推进 增持评级,渤海证券,任宪功,增持,2016-03-06
199,*ST松辽：大文化集团前景可期 增持评级,长江证券,刘疆,增持,2016-03-06
200,楚天科技：长期受益医药行业的智能化 买入评级,安信证券,王书伟 邹润芳 ,买入,2016-03-06
201,星立方：2015年业绩抢眼 净利同比增长322.51~372 ,广证恒生,肖超,无,2016-03-06
202,东方国信：大数据龙头即将再加速 买入评级,长江证券,马先文,买入,2016-03-06
203,天舟文化：2016迈入新阶段 买入评级,长江证券,刘疆,买入,2016-03-06
204,兴蓉环境：不乏利润增长点 买入评级,广发证券,郭鹏 陈子坤 沈涛 ,买入,2016-03-06
205,传化股份：能解决社会物流顽疾 买入评级,国金证券,苏宝亮,买入,2016-03-06
206,凯撒旅游：新业务有望快速提升公司业绩 推荐评级,华鑫证券,万蓉,推荐,2016-03-06
207,人福医药：十三五将重点致力提升效益 买入评级,申万宏源,罗佳荣,买入,2016-03-06
208,泰格医药：外延并购辐射亚太地区 强烈推荐评级 ,民生证券,马科,强烈推荐,2016-03-06
209,中原内配：成长空间可期 增持评级,渤海证券,郑连声,增持,2016-03-06
210,阳光照明：业绩稳定增长 推荐评级,华鑫证券,徐鹏,推荐,2016-03-06
211,顺络电子：多维度高速增长 推荐评级,长江证券,莫文宇,推荐,2016-03-06
212,阳光城：照进新梦想 买入评级,广发证券,乐加栋 郭镇 金山 ,买入,2016-03-06
213,*ST松辽：大文化集团前景可期 增持评级,长江证券,刘疆,增持,2016-03-06
214,科远股份：战略进军服务机器人蓝海 买入评级,安信证券,胡又文,买入,2016-03-05
215,佐力药业：布局大健康产业+精准医疗 推荐评级,财富证券,汤佩徽,推荐,2016-03-05
216,分豆教育：SOS助力2015年业绩腾飞 PPP是2016年业务重点,广证恒生,肖超,无,2016-03-05
217,安科生物：精准医疗布局走在前列 推荐评级,财富证券,汤佩徽,推荐,2016-03-05
218,均胜电子：未来汽车智能驾驶巨头值得期待 买入评级,华泰证券,谢志才 张�J ,买入,2016-03-05
219,和而泰：收获智能显示第四屏 增持评级,华泰证券,张立聪 徐叶 ,增持,2016-03-05
220,华斯股份：出口拖累业绩大幅下滑16年有望好转 增持评级,光大证券,李婕,增持,2016-03-05
221,西部材料：战略布局新兴产业 增持评级,太平洋证券,张学 王文静 ,买入,2016-03-05
222,中源协和：细胞治疗渠道拓展 增持评级,华泰证券,杨烨辉,增持,2016-03-04
223,隆鑫通用：共同拓展农业植保无人机 买入评级,安信证券,邹润芳 王书伟 ,买入,2016-03-04
224,康美药业：智慧药房助力腾飞 买入评级,长江证券,刘舒畅,买入,2016-03-04
225,中工国际：低估值稳成长极具吸引力 买入评级,安信证券,夏天 杨涛 ,买入,2016-03-04
226,国旅联合：全产业链布局文化体育行业,辉立证券,章晶,无,2016-03-04
227,众信旅游：与携程达成深度战略合作 增持评级,太平洋证券,程晓东,增持,2016-03-04
228,安科生物：精准医疗平台初具雏形 增持评级,国信证券,江维娜 邓周宇 ,增持,2016-03-04
229,回天新材：新增产能助力成长 增持评级,太平洋证券,姚鑫 杨林 ,增持,2016-03-04
230,万科A：2月销售同比量价其高升 买入评级,长江证券,蒲东君,买入,2016-03-04
231,得润电子：转型金融平台 买入评级,安信证券,赵湘怀,买入,2016-03-04
232,大华股份：无人机等新业务 推荐评级,华鑫证券,董冰华,推荐,2016-03-04
233,三花股份：新拓业务高速增长 推荐评级,民生证券,马科,强烈推荐,2016-03-04
234,山东海化：主业盈利能力增强 增持评级,中信建投,罗婷,增持,2016-03-04
235,新和成：新材料业务开始发力 谨慎增持评级,上海证券,张凤展,谨慎增持,2016-03-04
236,鼎汉技术：打造地面车辆系列平台 买入评级,西南证券,庞琳琳,买入,2016-03-04
237,永安药业：保健品业务大幅受益新食品法 买入评级,国信证券,刘鹏,买入,2016-03-04
238,歌华有线：业务增长仍面临挑战 卖出评级,高华证券,廖绪发,卖出,2016-03-04
239,骆驼股份：16年重返上升通道 推荐评级,国联证券,马松,推荐,2016-03-04
240,远望信息：远望铸就安全明天 买入评级,安信证券,诸海滨,买入,2016-03-04
241,东方园林：抢占危废和水生态治理市场 强烈推荐评级,中投证券,张镭,强烈推荐,2016-03-04
242,大华股份：无人机等新业务 推荐评级,华鑫证券,董冰华,推荐,2016-03-04
243,万科A：2月销售同比量价其高升 买入评级,长江证券,蒲东君,买入,2016-03-04
244,富煌钢构：看好公司业绩弹性及智能钢构发展 增持评级,国海证券,谭倩,增持,2016-03-04
245,三花股份：新拓业务高速增长 推荐评级,民生证券,马科,强烈推荐,2016-03-04
246,中源协和：细胞治疗渠道拓展 增持评级,华泰证券,杨烨辉,增持,2016-03-04
247,隆鑫通用：共同拓展农业植保无人机 买入评级,安信证券,邹润芳 王书伟 ,买入,2016-03-04
248,骆驼股份：16年重返上升通道 推荐评级,国联证券,马松,推荐,2016-03-04
249,永安药业：保健品业务大幅受益新食品法 买入评级,国信证券,刘鹏,买入,2016-03-04
250,歌华有线：业务增长仍面临挑战 卖出评级,高华证券,廖绪发,卖出,2016-03-04
251,鼎汉技术：打造地面车辆系列平台 买入评级,西南证券,庞琳琳,买入,2016-03-04
252,豪迈科技：业绩增长稳健 推荐评级,国联证券,马松,推荐,2016-03-04
253,隆基股份：单晶龙头业绩兑现 推荐评级,平安证券,余兵,推荐,2016-03-04
254,阳光股份：轻资产运营打开想象空间 买入评级,长江证券,蒲东君,买入,2016-03-03
255,安科生物：精准医疗继续推进 买入评级,广发证券,张其立,买入,2016-03-03
256,中工国际：乌兹别克PVC生产综合体建设项目商务合同生效 推荐评级,中投证券,李凡,推荐,2016-03-03
257,蓝色光标：蓝色光标 期待2016年重新腾飞,中银国际,旷实,无,2016-03-03
258,龙泉股份：持续推荐龙泉股份 买入评级,长江证券,范超,买入,2016-03-03
259,开尔新材：A股市场上的隐形环保公司 强烈推荐评级,方正证券,郭丽丽 徐闯 ,强烈推荐,2016-03-03
260,中天科技：有效支撑业绩 买入评级,太平洋证券,张学,买入,2016-03-03
261,金晶科技：16年业绩迎来向上拐点 买入评级,广发证券,邹戈 谢璐 ,买入,2016-03-03
262,永清环保：打造环保光热综合平台 增持评级,华泰证券,弓永峰,增持,2016-03-03
263,广生行：孕产护理行业领航者 强烈推荐评级,华融证券,金春萍,强烈推荐,2016-03-03
264,隆基股份：重磅政策出台上修板块预期 买入评级,国金证券,姚遥 张帅 ,买入,2016-03-03
265,东方时尚：驾校培训龙头 强烈推荐评级,平安证券,林娟,强烈推荐,2016-03-03
266,沧州明珠：隔膜发力助成长 尼龙膜涨带惊喜,中银国际,马太,无,2016-03-03
267,明家科技：提升营销大数据维度 买入评级,国海证券,孔令峰,买入,2016-03-03
268,安科生物：精准医疗战略不断推进 强烈推荐评级,平安证券,魏巍 叶寅 ,强烈推荐,2016-03-03
269,富临精工：VVT驱动公司业绩增长 买入评级,广发证券,张乐 闫俊刚 ,买入,2016-03-03
270,光大银行：低估值彰显投资价值 买入评级,华泰证券,罗毅 沈娟 ,买入,2016-03-03
271,银橙传媒：领先的互联网广告精准投放服务提供商 买入评级,国金证券,贺国文,买入,2016-03-03
272,美盈森：挺进机械包装领域 买入评级,光大证券,姜浩,买入,2016-03-03
273,国轩高科：2015年净利润同比增长133% 买入评级,广发证券,陈子坤 罗立波 ,买入,2016-03-03
274,通策医疗：云医疗助力新业务快速推进 增持评级,申万宏源,杜舟,增持,2016-03-03
275,亿阳信通：大数据战略转型打开广阔空间 推荐评级,中投证券,张镭,推荐,2016-03-03
276,安科生物：16年高增速有望 增持评级,华泰证券,杨烨辉,增持,2016-03-03
277,隆基股份：产能不断提高+增长持续 买入评级,太平洋证券,张学 雷强 刘晶敏 ,买入,2016-03-03
278,山大华特：儿童大健康领头羊开启新征程 强烈推荐评级,广证恒生,王亮,强烈推荐,2016-03-03
279,航民股份：政策收紧引发涨价预期有利市场份额提升 推荐评级,银河证券,马莉,推荐,2016-03-03
280,广生行：孕产护理行业领航者 强烈推荐评级,华融证券,金春萍,强烈推荐,2016-03-03
281,宝新能源：转型金控打造双核心主业 强烈推荐评级,平安证券,缴文超 陈雯 ,强烈推荐,2016-03-03
282,安科生物：精准医疗产业链持续扩张 买入评级,西南证券,朱国广,买入,2016-03-03
283,古井贡酒：外延收购打开成长空间 增持评级,中信建投,黄付生 蔡雪昱 ,增持,2016-03-03
284,胜利精密：高成长低估值的高端膜材料+智能制造标的 买入评级,安信证券,王席鑫 孙琦祥 ,买入,2016-03-03
285,雅克科技：打开成长空间 增持评级,申万宏源,麦土荣,增持,2016-03-03
286,蓝色光标：蓝色光标 期待2016年重新腾飞,中银国际,旷实,无,2016-03-03
