,0,1,2,3,4
125,正泰电器：下游需求景气 成本转嫁彰显实力,方正证券,张远德,增持,2011-08-26
126,工商银行：稳健发展调结构 留存利润补资本,民生证券,李锋,强烈推荐,2011-08-26
127,国金证券：佣金率下滑对业务收入有冲击,东北证券,赵新安,谨慎推荐,2011-08-26
128,沈阳化工：业绩略低于预期 盈利逐步改善,齐鲁证券,李璇 孙国东 ,推荐,2011-08-26
129,北京君正：进军移动互联网市场 等待放量,德邦证券,--,增持,2011-08-26
130,汉钟精机：行业景气带动高增长 业绩符合预期,长江证券,刘元瑞,推荐,2011-08-26
131,华域汽车：2011 年中报点评,中银国际,王玉笙,买入,2011-08-26
132,威孚高科：主业闪亮 投资收益高于预期,长城证券,冉飞,推荐,2011-08-26
133,大富科技：收购华阳微电子 射频领域内的纵深化布局,安信证券,侯利,买入,2011-08-26
134,太钢不锈：上半年表现平淡 期待下半年增长,方正证券,邓新荣,增持,2011-08-26
135,中金黄金：看好公司未来长期发展趋势,长江证券,葛军,推荐,2011-08-26
136,银轮股份：短期增长遇阻 长期值得期待,民族证券,方炬,推荐,2011-08-26
137,中国北车：产品结构优化 下半年增速将回落,安信证券,林晟  张仲杰 ,买入,2011-08-26
138,农业银行：中间业务优势突出 拨备充足计提压力小,长江证券,陈志华,推荐,2011-08-26
139,中国国旅：业绩符合预期 免税业务增长强劲,联合证券,李珊珊,增持,2011-08-26
140,小天鹅A：子行业疲软 公司盈利可观,西南证券,李辉,买入,2011-08-26
141,伟星新材：盈利快速增长 业绩符合预期,长江证券,邹戈,推荐,2011-08-26
142,千山药机：灯检机在前 塑料安瓿在后,财富证券,陈炳华,谨慎推荐,2011-08-26
143,工商银行：累计拨备回归正常 中间业务全面开花,齐鲁证券,程娇翼 谢刚 ,推荐,2011-08-26
144,中国一重：黎明前的黑暗,中银国际,史祺,买入,2011-08-26
145,大北农：饲料放量在即 种子新品种步入快速推广期,长江证券,乔洋,推荐,2011-08-26
146,南京银行：债市低迷拖累业绩 吸存能力优异,上海证券,郭敏,跑赢大市,2011-08-26
147,沈阳化工：业绩符合预期 期待技改提升业绩,银河证券,裘孝锋 王强 ,推荐,2011-08-26
148,南方航空：高票价覆盖高油价 业外收入增厚净利,第一创业,郭强,谨慎买入,2011-08-26
149,风帆股份：业绩符合预期 三季报检验整合预期,中投证券,张镭,推荐,2011-08-26
150,华域汽车：业绩稳定增长 与集团合作深化,安信证券,汪刘胜,无,2011-08-26
151,太钢不锈：期待矿山产能加速投放,齐鲁证券,笃慧 周涛 ,推荐,2011-08-26
152,南方航空：业绩略超预期 看好下半年旺季行情与未来国际业务,长江证券,吴云英,推荐,2011-08-26
153,中国石油：业绩低于预期,东北证券,王伟纲,推荐,2011-08-26
154,鸿路钢构：结构优化产能扩张,民族证券,徐永超,推荐,2011-08-26
155,中国联通：二季度业绩大幅增长 3G将开始盈利,湘财证券,刘飞烨,增持,2011-08-26
156,太钢不锈：2季度销量增加毛利率下降 净利润环比略有下滑,长江证券,刘元瑞,谨慎推荐,2011-08-26
157,八一钢铁：业绩符合预期 买入时机到来,广发证券,冯刚勇,买入,2011-08-26
158,招商轮船：客户转为战略投资者 公司迎来上市以来最大发展契机,广发证券,杨志清,买入,2011-08-26
159,万邦达：财务费用减少促业绩增长 等待下半年业绩释,长江证券,刘元瑞,谨慎推荐,2011-08-26
160,北京利尔：成本上升致毛利率下滑,国信证券,郑东  秦波 ,谨慎推荐,2011-08-26
161,金通灵：业绩符合预期 进入快速成长期,东北证券,周思立,谨慎推荐,2011-08-26
162,众和股份：毛利率大幅下滑 业绩略低于预期,长江证券,雷玉,谨慎推荐,2011-08-26
163,老凤祥：珠宝首饰龙头公司 尽享行业景气盛宴,长江证券,童兰,推荐,2011-08-26
164,新兴铸管：与峰峰共同重组国际煤焦化 资源开发进展加速,长江证券,刘元瑞,推荐,2011-08-26
165,鸿路钢构：业绩驶入快速增长期,华宝证券,余宝山,中性,2011-08-26
166,通产丽星：业绩符合预期 下半年成长可期,国信证券,李世新,推荐,2011-08-26
167,东软载波：投资驱动行业高增长成就PLC芯片龙头地位,财富证券,陈炳华 易卓 ,推荐,2011-08-26
168,农业银行：深耕县域金融 业绩增速高,湘财证券,许荣聪,买入,2011-08-26
169,金种子酒：白酒业务持续发力,长城证券,王萍,推荐,2011-08-26
170,航空动力：航空动力中报电话会议纪要,光大证券,陆洲,买入,2011-08-26
171,中国石油：增收不增利 成品油盈利或好转,齐鲁证券,李璇 孙国东 ,无,2011-08-26
172,工商银行：融资平台贷款占比偏高,中银国际,孙鹏 袁琳 ,无,2011-08-26
173,中国人寿：中期业绩发布会纪要,广发证券,曹恒乾,持有,2011-08-26
174,农业银行：县域的规模和效益齐飞,齐鲁证券,程娇翼 谢刚 ,推荐,2011-08-26
175,华域汽车：下游需求强劲 公司增长稳健,华鑫证券,徐呈健,增持,2011-08-26
176,农业银行：各项收入大幅增长 拨备计提最为谨慎,国信证券,邱志承  黄飙 ,推荐,2011-08-26
177,吉峰农机：区域优势明显 继续全国扩张,宏源证券,陈旭,买入,2011-08-26
178,东风汽车：投资收益和本部盈利皆有下滑,平安证券,余兵 王德安 ,中性,2011-08-26
179,国金证券：2011 年上半年业绩点评,中银国际,袁琳,中性,2011-08-26
180,农业银行：活期存款占比稳定 拨贷比处于业内最高水平,广发证券,沐华,买入,2011-08-26
181,华域汽车：业绩稳定 估值低廉,平安证券,王德安 余兵 ,推荐,2011-08-26
182,一汽轿车：半年报点评,中银国际,王玉笙,无,2011-08-26
183,中国北车：利润增速超预期 动车组贡献最大,华宝证券,王合绪,中性,2011-08-26
184,银江股份：公司发展势头良好 业绩储备丰富,长江证券,马先文,推荐,2011-08-26
185,华发股份：业绩稳步提升,广州证券,俞冲,无,2011-08-26
186,南都电源：行业强制洗牌 业绩走过拐点,安信证券,刘军  谭志勇 ,买入,2011-08-26
187,鲁泰A：稳健经营的色织面料龙头,上海证券,张凤展,跑赢大市,2011-08-26
188,烽火通信：募投项目助力公司业绩持续增长,国都证券,姜瑛,推荐,2011-08-26
189,鲁抗医药：静待政策趋缓,齐鲁证券,胡德军 谢刚 ,中性,2011-08-26
190,东风汽车：康明斯业绩低于预期 关注其未来的发展潜力,广发证券,杨华超  汤俊 ,持有,2011-08-26
191,豪迈科技：业绩稳健增长 出口大幅上升,广发证券,黎韦清,无,2011-08-26
192,天源迪科：费用增长得到控制预计下半年业绩将改善,渤海证券,崔健,买入,2011-08-26
193,中国国航：国际业务及货运低迷 净利下降一成,东北证券,许祥,谨慎推荐,2011-08-26
194,博深工具：业绩低于预期 下半年有望改善,方正证券,张远德,增持,2011-08-26
195,中金黄金：金价持续上涨 业绩不断突破,宏源证券,闵丹 刘�� ,增持,2011-08-26
196,中国联通：业绩增长超预期 3G业务开始发力,东莞证券,刘卓平,谨慎推荐,2011-08-26
197,老凤祥：业绩超预期 并表因素贡献较多利润,光大证券,唐佳睿,买入,2011-08-26
198,中金岭南：矿山产能稳步扩张,安信证券,衡昆,增持,2011-08-26
199,老凤祥：龙头业绩高增长,宏源证券,陈旭,买入,2011-08-26
200,中国国航：业绩低于预期 估值底部 看好公司未来发展,长江证券,吴云英,推荐,2011-08-26
201,南方航空：运输和汇兑收益拉动盈利大幅增长,广发证券,董丁,买入,2011-08-26
202,大北农：下半年旺季继续高增长 维持强烈推荐评级,东兴证券,刘家伟,强烈推荐,2011-08-26
203,新希望：农牧业务盈利好转 投资收益仍占主导,银河证券,董俊峰,推荐,2011-08-26
204,中鼎股份：出口及海外销售成亮点,联合证券,姚宏光 黄未樵 ,增持,2011-08-26
205,盛运股份：上半年经营平稳 下半年或订单超预期,长江证券,刘元瑞,推荐,2011-08-26
206,八一钢铁：利润高需求旺 区域优势依旧明显,长城证券,张 霖 ,推荐,2011-08-26
207,中国石油：油价上涨 增收不增利,平安证券,杜志强,推荐,2011-08-26
208,鲁泰A：量价齐升 产能扩张促增长,宏源证券,王凤华,增持,2011-08-26
209,八一钢铁：2011年中报简评,宏源证券,赵丽明,增持,2011-08-26
210,中国联通：中报业绩强于市场预期,瑞银证券,孙 旭 ,买入,2011-08-26
211,吉峰农机：继续跑马圈地 规模效应显现,山西证券,樊慧远,中性,2011-08-26
212,农业银行：县域业务效益全面提升,银河证券,叶云燕,推荐,2011-08-26
213,银座股份：快速扩张带来的经营压力短期难以缓解,中银国际,刘都,无,2011-08-26
214,招商轮船：增发购建VLCC 致力打造长期竞争优势,长江证券,吴云英,中性,2011-08-26
215,东凌粮油：价格成本倒挂导致净利润大减,国联证券,周纪庚,推荐,2011-08-26
216,太钢不锈：公司经营稳健 业绩增长符合预期,山西证券,刘俊清,买入,2011-08-26
217,嘉麟杰：公司产品提价将促使毛利率水平回升,齐鲁证券,朱嘉 徐晓艳 ,推荐,2011-08-26
218,长信科技：产能和产品结构助业绩高速增长,爱建证券,朱志勇,推荐,2011-08-26
219,片仔癀：品牌辉“癀” 盈利更强,,--,--,2011-08-25
220,中南建设：下半年推盘量较大 有望超年初目标,,--,--,2011-08-25
221,同仁堂：开拓思路促营销 突破瓶颈谋发展,,--,--,2011-08-25
222,中百集团：新增21家仓储、38家便民超市,,--,--,2011-08-25
223,阳光城：扩大西安市场 成为典型的成长中企业,,--,--,2011-08-25
224,禾欣股份：3大业务板块已显雏形,,--,--,2011-08-25
225,中国联通：中报超预期 业绩与3G终端补贴此消彼长,中信建投,戴春荣,增持,2011-08-25
226,铁龙物流：特种箱结合全程物流 毛利回升指日可待,民生证券,张琢,强烈推荐,2011-08-25
227,三钢闽光：地域+产品优势,世纪证券,陆勤,增持,2011-08-25
228,豫园商城：金饰销售推升收入 金矿股权提振利润,世纪证券,冯乐宁,增持,2011-08-25
229,国联水产：种苗收入翻番 内销渠道打开,宏源证券,胡建军,增持,2011-08-25
230,西部材料：最坏的时候已经过去 业绩正在好转,华鑫证券,邱祖学,无,2011-08-25
231,上实发展：努力创造机会,长江证券,苏雪晶,谨慎推荐,2011-08-25
232,松芝股份：毛利率下滑 期待新业务突破,民生证券,刘芬,推荐,2011-08-25
233,中文传媒：业绩略低于预期 后期关注定增进程,国联证券,何冰冰,推荐,2011-08-25
234,南京银行：上半年净利润同比增长32.8%,中银国际,尹劲桦 袁琳 ,中性,2011-08-25
235,宁波韵升：钕铁硼业务有望量利齐升 电机业务增长动力十足,国都证券,肖世俊,推荐,2011-08-25
236,人福医药：业绩符合预期 麻药业务增长较慢 维持中性评级,高华证券,钱风奇,中性,2011-08-25
237,欧亚集团：又添一丁 继续低成本扩张,宏源证券,陈旭,买入,2011-08-25
238,冠城大通：结算多 可售少 海西项目仍是看点,齐鲁证券,丁晨 周涛 ,推荐,2011-08-25
239,宁波韵升：公司电机业务值得期待,中邮证券,何阳阳,无,2011-08-25
240,东方电气：业绩超预期 估值处于低位,国信证券,郑东,推荐,2011-08-25
241,中集集团：集装箱前高后低 能源化工空间大,长城证券,严福��,推荐,2011-08-25
242,永清环保：中期业绩低于预期 业绩释放等到下半年,长江证券,刘元瑞,推荐,2011-08-25
243,南京银行：战略业务全面推进 资产质量持续向好,民生证券,李锋,推荐,2011-08-25
244,农业银行：净息差大幅反弹,宏源证券,张继袖,增持,2011-08-25
245,中海集运：上半年亏损 关注旺季交易性机会,西南证券,李慧,增持,2011-08-25
246,劲胜股份：半年报点评,中信金通,袁隽懿,买入,2011-08-25
247,宁波华翔：业绩增长趋缓 财务状况良好,华宝证券,王合绪,中性,2011-08-25
248,白云机场：上半年净利润同比增长19.75%,中银国际,杜建平,买入,2011-08-25
249,鸿路钢构：业绩符合预期 海外收入大增,方正证券,周伟,买入,2011-08-25
250,威孚高科：产业链不断完善的发动机系统龙头 静待国四实施,华鑫证券,徐呈健,增持,2011-08-25
251,中国人寿：中期业绩发布会纪要,中信建投,魏涛,买入,2011-08-25
252,建发股份：或有近忧但无远虑,广发证券,沈爱卿,买入,2011-08-25
253,欧亚集团：建设梅河口购物中心 稳健扩张的欧亚模式,光大证券,唐佳睿,买入,2011-08-25
254,合康变频：预计全年40%以上增长 维持强烈推荐,第一创业,何本虎,买入,2011-08-25
255,风帆股份：增发提业绩 矿产带来想象空间,宏源证券,王静  王静 ,增持,2011-08-25
256,宁波韵升：钕铁硼业务仍有积极预期,长江证券,葛军,推荐,2011-08-25
257,中海油服：困难中艰难航行,华鑫证券,徐呈健,无,2011-08-25
258,好想你：成本下滑和品质提升预期将扭转上半年收入增速下滑局面,英大证券,侯颖娜,增持,2011-08-25
259,振东制药：营销能力有待加强,齐鲁证券,胡德军 谢刚 ,推荐,2011-08-25
260,嘉麟杰：中报净利增31% 增资南通豪纳再扩产能,光大证券,李婕,买入,2011-08-25
261,富安娜：净利率大增 直营销售超预期,宏源证券,王凤华,增持,2011-08-25
262,中金黄金：业绩增长受益于金价上涨,光大证券,汪前明,买入,2011-08-25
263,亿通科技：业绩低于预期 视频监控成未来增长亮点,国联证券,何冰冰,谨慎推荐,2011-08-25
264,合康变频：新订单量增价稳,民族证券,符彩霞,推荐,2011-08-25
265,上海机场：业务量增速符合预期 收入增长超预期,国信证券,岳鑫 郑武 ,谨慎推荐,2011-08-25
266,步步高：牛刀小试,联合证券,耿邦昊,增持,2011-08-25
267,安凯客车：开拓国际新市场 布局客车新能源,西南证券,王剑辉,增持,2011-08-25
268,中国联通：业绩大幅超出预期,中银国际,刘都,买入,2011-08-25
269,山东矿机：产业链延伸规避行业风险 产品线扩张创造外延式价值,东北证券,周思立,谨慎推荐,2011-08-25
270,白云机场：业务量小幅增长 利润增长近二成,东北证券,许祥,谨慎推荐,2011-08-25
271,步步高：费用率下降 净利润增长提速,银河证券,陈雷 卞晓宁 ,推荐,2011-08-25
272,大北农：上半年业绩基本符和预期,广发证券,汤玮亮,买入,2011-08-25
273,仁和药业：业绩基本符合预期 看好公司长远发展,中邮证券,宋凯,无,2011-08-25
274,中国人寿：2011年中国人寿中期业绩发布会纪要,平安证券,窦泽云,强烈推荐,2011-08-25
275,世联地产：发展势头良好 全国布局逐步形成,民族证券,崔娟,推荐,2011-08-25
276,上海机场：上半年净利润同比增长31.36%,中银国际,杜建平,买入,2011-08-25
277,一汽富维：短期业绩受挫 看好未来成长,国信证券,左涛,推荐,2011-08-25
278,银座股份：业绩季节性波动规律再现,平安证券,聂秀欣,推荐,2011-08-25
279,全聚德：稳健发展的特色餐饮龙头企业,方正证券,陈��,中性,2011-08-25
280,东方电热：业务发展符合预期,安信证券,黄守宏,增持,2011-08-25
281,兴业银行： 业绩增长靓丽 未来拨备压力较大 ,东莞证券,黄凡,推荐,2011-08-25
282,山东矿机：产业链延伸规避矿机行业风险 创造外延式价值,东北证券,周思立,谨慎推荐,2011-08-25
283,农产品：政策保驾护航 静待盈利模式转变,民生证券,王莺,推荐,2011-08-25
284,华谊嘉信：业绩低于预期 未来行业和地区拓展是看点,国联证券,何冰冰,谨慎推荐,2011-08-25
285,长城信息：营收下降系产品结构优化所致 金融电子医疗电子成为亮点,方正证券,盛劲松,增持,2011-08-25
286,惠博普：主力产品进入增长期,东北证券,王伟纲,谨慎推荐,2011-08-25
287,大北农：乳猪料快速增长 玉米种子毛利率显著提升,光大证券,李婕,买入,2011-08-25
288,永清环保：中报点评及跟踪报告,中信金通,马潇,买入,2011-08-25
289,千金药业：营销改革助千金柳暗花明,德邦证券,--,增持,2011-08-25
290,一汽富维：看好公司下半年利润快速增长,湘财证券,刘飞烨,买入,2011-08-25
291,冠城大通：积蓄转型,长江证券,苏雪晶,推荐,2011-08-25
292,亚厦股份：内生与外延并举 长期增长看好,中信建投,田东红 郑军 ,增持,2011-08-25
293,步步高：业绩超预期 公司未来可期,东莞证券,俞春燕,谨慎推荐,2011-08-25
294,奥飞动漫：产品与渠道布局加快 平台特质增强,安信证券,王禹媚,增持,2011-08-25
